ID,County_ID,County,PDF,Place Name,Source Alias,mapID,Designation,Settlement,Type,Total Population (excluding 'strangers'),Occupied Houses/Householders,Unoccupied Houses,Persons lacking proper habitation,Number of Landing Places,Legal Quay,Landing Permitted,Headport,Customs Office,Vessels itemised,Vessels not itemised,Number of Masters & Owners,Mariners & Fishermen,Masters,Mariners (including Masters),Boys,Fishermen not itemised,Destinations,Goods out,Goods in,Goods (unspecified in/out),Notes,Vessels,Deputies
25,18,Essex,34,Oakley Magna,,687,,,,,,,,1,,,,,0,0,0,0,,,,,,,,,,,"[{'forename': 'Nicholas','surname': 'Steward','title': ''},{'forename': 'Richard','surname': 'Hedge','title': ''}]"
26,18,Essex,34,Oakley Parva,,688,,,,,,,,1,,,,,0,0,1,6,,,,,,,,,,,"[{'forename': 'John','surname': 'Powes','title': ''}]"
27,18,Essex,34,Ramsey,,820,,,,,,,,3,,,,,0,1,1,9,,,,,,,,,,,"[{'forename': 'William','surname': 'Portre','title': ''},{'forename': 'John','surname': 'Martyn','title': ''}]"
28,18,Essex,34,Dovercourt,,689,,,,,,,,2,,,,,0,1,1,8,,,,,,,,,,,"[{'forename': 'Thomas','surname': 'Watson','title': ''}]"
29,18,Essex,34,Harwich Haven,Harwich,45,,,,,,,,4,,,,,0,17,23,82,,,,,,,,,,,"[{'forename': 'Thomas','surname': 'Richemond','title': ''},{'forename': 'John','surname': 'Harte','title': ''},{'forename': 'Fr-ye*','surname': 'Brooke','title': ''},{'forename': 'Thomas','surname': 'Saote','title': ''}]"
30,18,Essex,34,Walton,,319,,,,,,,,2,,,,,0,2,2,3,,,,,,,,,,,"[{'forename': 'John','surname': 'Gente','title': ''}]"
31,18,Essex,34,Kirby,,690,,,,,,,,3,,,,,0,0,0,0,,,,,,,,,,,"[{'forename': 'Thomas','surname': 'Wilkinson','title': ''}]"
32,18,Essex,34,Thorpe,,691,,,,,,,,3,,,,,0,1,1,7,,,,,,,,,,,"[{'forename': 'William','surname': 'Greene','title': ''}]"
33,18,Essex,34,Moze,Moose,692,,,,,,,,2,,,,,0,0,0,2,,,,,,,,,,,"[{'forename': 'Thomas','surname': 'Cambrick','title': ''}]"
34,18,Essex,34,Beaumont,Beamonnd,693,,,,,,,,1,,,,,0,0,0,0,,,,,,,,,,,"[{'forename': 'Robert','surname': 'Foxe','title': ''}]"
35,18,Essex,34,Holland Parva,,694,,,,,,,,1,,,,,0,0,0,0,,,,,,,,,,,"[{'forename': 'Richard','surname': 'Goosenok','title': ''}]"
36,18,Essex,34,Little Clacton,Clacton Parva,695,,,,,,,,0,,,,,0,0,0,1,,,,,,,,,,,"[{'forename': 'Simon','surname': 'Fawrye','title': ''}]"
37,18,Essex,34,Great Clacton,Clacton Magna,696,,,,,,,,1,,,,,0,1,1,4,,,,,,,,,,,"[{'forename': 'Simon','surname': 'Fawrye','title': ''}]"
38,18,Essex,36,Saint Osyth,St Osyth,373,,,,,,,,5,,,,,0,1,1,24,,,,,,,,,,,"[{'forename': 'William','surname': 'Huytt','title': ''},{'forename': 'Roger','surname': 'Woode','title': ''},{'forename': 'John','surname': 'Keyes','title': ''}]"
39,18,Essex,36,Brightlingsea,,48,,,,,,,,1,,,,,0,1,1,5,,,,,,,,,,,"[{'forename': 'William','surname': 'Harrys','title': ''},{'forename': 'Richard','surname': 'Boller','title': ''}]"
40,18,Essex,36,Great Bentley,Bentley Magna,697,,,,,,,,5,,,,,0,13,21,59,,,,,,,,,,,"[{'forename': 'Richard','surname': 'Sympson','title': ''},{'forename': 'John','surname': 'Marshall','title': ''},{'forename': 'John','surname': 'Marchant','title': ''}]"
41,18,Essex,36,Alresford Creek,Alresford,541,,,,,,,,1,,,,,0,0,0,7,,,,,,,,,,,"[{'forename': 'John','surname': 'Heyward','title': ''}]"
42,18,Essex,36,Wivenhoe,Wivenhoe,49,,,,,,,,1,,,,,0,12,12,2,,,,,,,,,,,"[{'forename': 'William','surname': 'Ley','title': ''},{'forename': 'James','surname': 'Adam','title': ''}]"
43,18,Essex,36,East Donyland,,698,,,,,,,,1,,,,,0,5,5,25,,,,,,,,,,,"[{'forename': 'John','surname': 'Parys','title': ''},{'forename': 'Thomas','surname': 'Darpe','title': ''}]"
44,18,Essex,36,Colchester,Colchester Borough,241,,,,,,,,7,,,,,0,35,34,182,,,,,,,,,,,"[{'forename': 'Adam','surname': 'Dynd','title': ''},{'forename': 'Edmund','surname': 'Wilson','title': ''},{'forename': 'John','surname': 'Everard','title': ''},{'forename': 'John','surname': 'Wood','title': ''},{'forename': 'Robert','surname': 'Mott','title': ''},{'forename': 'John','surname': 'Spencer','title': ''}]"
45,18,Essex,36,East Mersey,East Mersea,337,,,,,,,,2,,,,,0,1,1,18,,,,,,,,,,,"[{'forename': 'William','surname': 'Browne','title': ''}]"
46,18,Essex,36,West Mersea,,351,,,,,,,,2,,,,,0,1,1,16,,,,,,,,,,,"[{'forename': 'John','surname': 'Prestise','title': ''}]"
47,18,Essex,36,Salcott,Salcott Wigborough,548,,,,,,,,1,,,,,0,4,3,21,,,,,,,,,,,"[{'forename': 'Christopher','surname': 'Aylward','title': ''}]"
48,18,Essex,36,Wigborough,Wigborough Magna & Parva,546,,,,,,,,2,,,,,0,1,1,3,,,,,,,,,,,"[{'forename': 'Christopher','surname': 'Aylward','title': ''}]"
49,18,Essex,36,Peldon,,699,,,,,,,,1,,,,,0,1,2,14,,,,,,,,,,,"[{'forename': 'Fr*','surname': 'Gille','title': ''}]"
50,18,Essex,36,Langenhoe,,700,,,,,,,,2,,,,,0,0,0,3,,,,,,,,,,,"[{'forename': 'John','surname': 'Polley','title': ''}]"
51,18,Essex,36,Fingringhoe,,542,,,,,,,,2,,,,,0,1,1,16,,,,,,,,,,,"[{'forename': 'John','surname': 'Polley','title': ''}]"
52,18,Essex,36,Tollesbury,,367,,,,,,,,5,,,,,0,0,0,11,,,,,,,,,,,"[{'forename': 'John','surname': 'Wheler','title': ''},{'forename': 'John','surname': 'Bonde','title': ''}]"
53,18,Essex,38,Tolleshunt Major,,701,,,,,,,,1,,,,,0,0,0,1,,,,,,,,,,,"[{'forename': 'John','surname': 'Brett','title': ''}]"
54,18,Essex,38,Totham Magna & Parva,,702,,,,,,,,1,,,,,0,0,0,0,,,,,,,,,,,"[{'forename': 'German','surname': 'Elexander','title': ''}]"
55,18,Essex,38,Goldhanger,,551,,,,,,,,2,,,,,0,0,0,8,,,,,,,,,,,"[{'forename': 'John','surname': 'Whitelock','title': ''}]"
56,18,Essex,38,Heybridge,,552,,,,,,,,2,,,,,0,0,0,1,,,,,,,,,,,"[{'forename': 'William','surname': 'Woode','title': ''},{'forename': 'John','surname': 'Freshewater','title': ''}]"
57,18,Essex,38,Tolleshunt Darcy,,703,,,,,,,,1,,,,,0,0,0,1,,,,,,,,,,,"[{'forename': 'John','surname': 'Brett','title': ''}]"
58,18,Essex,38,Rayleigh,,704,,,,,,,,1,,,,,0,1,1,3,,,,,,,,,,,"[{'forename': 'William','surname': 'Stanmer','title': ''}]"
59,18,Essex,38,Hockley,,705,,,,,,,,3,,,,,0,3,3,6,,,,,,,,,,,"[{'forename': 'William','surname': 'Stanmer','title': ''}]"
60,18,Essex,38,South Fambridge,,706,,,,,,,,3,,,,,0,1,2,0,,,,,,,,,,,"[{'forename': 'William','surname': 'Stanmer','title': ''}]"
61,18,Essex,38,Canewdon,,707,,,,,,,,2,,,,,0,8,6,12,,,,,,,,,,,"[{'forename': 'George','surname': 'Crymble','title': ''}]"
62,18,Essex,38,Paglesham Pool,Paglesham,566,,,,,,,,3,,,,,0,5,5,12,,,,,,,,,,,"[{'forename': 'George','surname': 'Crymble','title': ''}]"
63,18,Essex,38,Great Stambridge,,708,,,,,,,,1,,,,,0,4,4,9,,,,,,,,,,,"[{'forename': 'George','surname': 'Crymble','title': ''}]"
64,18,Essex,38,Little Stambridge,,709,,,,,,,,1,,,,,0,1,1,3,,,,,,,,,,,"[{'forename': 'George','surname': 'Crymble','title': ''}]"
65,18,Essex,38,Sutton,,710,,,,,,,,1,,,,,0,0,0,0,,,,,,,,,,,"[{'forename': 'John','surname': 'Thorneton','title': ''}]"
66,18,Essex,38,Shopland,,711,,,,,,,,1,,,,,0,0,0,0,,,,,,,,,,,"[{'forename': 'John','surname': 'Thorneton','title': ''}]"
